2026-04-06T18:43:13  INFO     [18:43:13.780] [KXSOL15M] HOLDING NO | cur=100c entry=89c | unrealized=$+0.11 | 1.8 min left
2026-04-23T19:37:56  INFO     [19:37:56.792] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.1 min left
2026-04-23T19:37:57  INFO     [19:37:57.503] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.0 min left
2026-04-23T19:37:57  INFO     [19:37:57.520] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.0 min left
2026-04-23T19:37:57  INFO     [19:37:57.522] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 7.0 min left
2026-04-23T19:37:58  INFO     [19:37:58.229] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.0 min left
2026-04-23T19:37:58  INFO     [19:37:58.242] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.0 min left
2026-04-23T19:37:58  INFO     [19:37:58.251] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 7.0 min left
2026-04-23T19:37:58  INFO     [19:37:58.964] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.0 min left
2026-04-23T19:37:58  INFO     [19:37:58.967] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.0 min left
2026-04-23T19:37:58  INFO     [19:37:58.974] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 7.0 min left
2026-04-23T19:37:59  INFO     [19:37:59.689] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.0 min left
2026-04-23T19:37:59  INFO     [19:37:59.693] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.0 min left
2026-04-23T19:37:59  INFO     [19:37:59.698] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 7.0 min left
2026-04-23T19:38:00  INFO     [19:38:00.414] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.0 min left
2026-04-23T19:38:00  INFO     [19:38:00.426] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.0 min left
2026-04-23T19:38:00  INFO     [19:38:00.430] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 7.0 min left
2026-04-23T19:38:01  INFO     [19:38:01.143] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.0 min left
2026-04-23T19:38:01  INFO     [19:38:01.155] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.0 min left
2026-04-23T19:38:01  INFO     [19:38:01.157] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 7.0 min left
2026-04-23T19:38:01  INFO     [19:38:01.870] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.0 min left
2026-04-23T19:38:01  INFO     [19:38:01.881] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.0 min left
2026-04-23T19:38:01  INFO     [19:38:01.885] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 7.0 min left
2026-04-23T19:38:02  INFO     [19:38:02.609] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 7.0 min left
2026-04-23T19:38:02  INFO     [19:38:02.613] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 7.0 min left
2026-04-23T19:38:02  INFO     [19:38:02.629] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 7.0 min left
2026-04-23T19:38:03  INFO     [19:38:03.333] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.9 min left
2026-04-23T19:38:03  INFO     [19:38:03.337] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.9 min left
2026-04-23T19:38:03  INFO     [19:38:03.359] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.9 min left
2026-04-23T19:38:04  INFO     [19:38:04.074] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.9 min left
2026-04-23T19:38:04  INFO     [19:38:04.078] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.9 min left
2026-04-23T19:38:04  INFO     [19:38:04.088] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.9 min left
2026-04-23T19:38:04  INFO     [19:38:04.799] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.9 min left
2026-04-23T19:38:04  INFO     [19:38:04.806] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.9 min left
2026-04-23T19:38:04  INFO     [19:38:04.815] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.9 min left
2026-04-23T19:38:05  INFO     [19:38:05.526] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.9 min left
2026-04-23T19:38:05  INFO     [19:38:05.542] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.9 min left
2026-04-23T19:38:05  INFO     [19:38:05.546] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.9 min left
2026-04-23T19:38:06  INFO     [19:38:06.274] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.9 min left
2026-04-23T19:38:06  INFO     [19:38:06.277] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.9 min left
2026-04-23T19:38:06  INFO     [19:38:06.290] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.9 min left
2026-04-23T19:38:07  INFO     [19:38:07.012] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.9 min left
2026-04-23T19:38:07  INFO     [19:38:07.016] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.9 min left
2026-04-23T19:38:07  INFO     [19:38:07.021] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.9 min left
2026-04-23T19:38:07  INFO     [19:38:07.741] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.9 min left
2026-04-23T19:38:07  INFO     [19:38:07.747] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.9 min left
2026-04-23T19:38:07  INFO     [19:38:07.751] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.9 min left
2026-04-23T19:38:08  INFO     [19:38:08.471] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.9 min left
2026-04-23T19:38:08  INFO     [19:38:08.478] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.9 min left
2026-04-23T19:38:08  INFO     [19:38:08.483] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.9 min left
2026-04-23T19:38:09  INFO     [19:38:09.202] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.8 min left
2026-04-23T19:38:09  INFO     [19:38:09.206] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.8 min left
2026-04-23T19:38:09  INFO     [19:38:09.213] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.8 min left
2026-04-23T19:38:09  INFO     [19:38:09.929] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.8 min left
2026-04-23T19:38:09  INFO     [19:38:09.934] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.8 min left
2026-04-23T19:38:09  INFO     [19:38:09.937] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.8 min left
2026-04-23T19:38:10  INFO     [19:38:10.686] [KXETH15M] WATCHING | YES bid=56c NO bid=43c | 6.8 min left
2026-04-23T19:38:10  INFO     [19:38:10.690] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.8 min left
2026-04-23T19:38:10  INFO     [19:38:10.693] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.8 min left
2026-04-23T19:38:11  INFO     [19:38:11.421] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.8 min left
2026-04-23T19:38:11  INFO     [19:38:11.427] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.8 min left
2026-04-23T19:38:11  INFO     [19:38:11.446] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.8 min left
2026-04-23T19:38:12  INFO     [19:38:12.156] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.8 min left
2026-04-23T19:38:12  INFO     [19:38:12.170] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.8 min left
2026-04-23T19:38:12  INFO     [19:38:12.175] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.8 min left
2026-04-23T19:38:12  INFO     [19:38:12.886] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.8 min left
2026-04-23T19:38:12  INFO     [19:38:12.900] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.8 min left
2026-04-23T19:38:12  INFO     [19:38:12.903] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.8 min left
2026-04-23T19:38:13  INFO     [19:38:13.612] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.8 min left
2026-04-23T19:38:13  INFO     [19:38:13.622] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.8 min left
2026-04-23T19:38:13  INFO     [19:38:13.625] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.8 min left
2026-04-23T19:38:14  INFO     [19:38:14.338] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.8 min left
2026-04-23T19:38:14  INFO     [19:38:14.347] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.8 min left
2026-04-23T19:38:14  INFO     [19:38:14.352] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.8 min left
2026-04-23T19:38:15  INFO     [19:38:15.071] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:15  INFO     [19:38:15.075] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:15  INFO     [19:38:15.079] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:15  INFO     [19:38:15.804] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:15  INFO     [19:38:15.808] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:15  INFO     [19:38:15.812] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:16  INFO     [19:38:16.528] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:16  INFO     [19:38:16.531] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:16  INFO     [19:38:16.537] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:17  INFO     [19:38:17.268] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:17  INFO     [19:38:17.282] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:17  INFO     [19:38:17.284] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:18  INFO     [19:38:17.999] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:18  INFO     [19:38:18.038] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:18  INFO     [19:38:18.045] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:18  INFO     [19:38:18.757] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:18  INFO     [19:38:18.762] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:18  INFO     [19:38:18.769] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:19  INFO     [19:38:19.480] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:19  INFO     [19:38:19.484] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:19  INFO     [19:38:19.495] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:20  INFO     [19:38:20.204] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:20  INFO     [19:38:20.214] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:20  INFO     [19:38:20.218] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:20  INFO     [19:38:20.932] [KXBTC15M] WATCHING | YES bid=78c NO bid=20c | 6.7 min left
2026-04-23T19:38:20  INFO     [19:38:20.937] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.7 min left
2026-04-23T19:38:20  INFO     [19:38:20.942] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.7 min left
2026-04-23T19:38:21  INFO     [19:38:21.665] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.6 min left
2026-04-23T19:38:21  INFO     [19:38:21.669] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.6 min left
2026-04-23T19:38:21  INFO     [19:38:21.698] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.6 min left
2026-04-23T19:38:22  INFO     [19:38:22.395] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.6 min left
2026-04-23T19:38:22  INFO     [19:38:22.402] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.6 min left
2026-04-23T19:38:22  INFO     [19:38:22.432] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.6 min left
2026-04-23T19:38:23  INFO     [19:38:23.158] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.6 min left
2026-04-23T19:38:23  INFO     [19:38:23.169] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.6 min left
2026-04-23T19:38:23  INFO     [19:38:23.187] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.6 min left
2026-04-23T19:38:23  INFO     [19:38:23.889] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.6 min left
2026-04-23T19:38:23  INFO     [19:38:23.897] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.6 min left
2026-04-23T19:38:23  INFO     [19:38:23.916] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.6 min left
2026-04-23T19:38:24  INFO     [19:38:24.620] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.6 min left
2026-04-23T19:38:24  INFO     [19:38:24.624] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.6 min left
2026-04-23T19:38:24  INFO     [19:38:24.645] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.6 min left
2026-04-23T19:38:25  INFO     [19:38:25.342] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.6 min left
2026-04-23T19:38:25  INFO     [19:38:25.348] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.6 min left
2026-04-23T19:38:25  INFO     [19:38:25.368] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.6 min left
2026-04-23T19:38:26  INFO     [19:38:26.071] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.6 min left
2026-04-23T19:38:26  INFO     [19:38:26.098] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.6 min left
2026-04-23T19:38:26  INFO     [19:38:26.102] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.6 min left
2026-04-23T19:38:26  INFO     [19:38:26.796] [KXSOL15M] WATCHING | YES bid=64c NO bid=31c | 6.6 min left
2026-04-23T19:38:26  INFO     [19:38:26.818] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.6 min left
2026-04-23T19:38:26  INFO     [19:38:26.824] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.6 min left
2026-04-23T19:38:27  INFO     [19:38:27.545] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.5 min left
2026-04-23T19:38:27  INFO     [19:38:27.549] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.5 min left
2026-04-23T19:38:27  INFO     [19:38:27.572] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.5 min left
2026-04-23T19:38:28  INFO     [19:38:28.282] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.5 min left
2026-04-23T19:38:28  INFO     [19:38:28.285] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.5 min left
2026-04-23T19:38:28  INFO     [19:38:28.296] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.5 min left
2026-04-23T19:38:29  INFO     [19:38:29.020] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.5 min left
2026-04-23T19:38:29  INFO     [19:38:29.024] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.5 min left
2026-04-23T19:38:29  INFO     [19:38:29.026] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.5 min left
2026-04-23T19:38:29  INFO     [19:38:29.745] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.5 min left
2026-04-23T19:38:29  INFO     [19:38:29.751] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.5 min left
2026-04-23T19:38:29  INFO     [19:38:29.761] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.5 min left
2026-04-23T19:38:30  INFO     [19:38:30.470] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.5 min left
2026-04-23T19:38:30  INFO     [19:38:30.473] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.5 min left
2026-04-23T19:38:30  INFO     [19:38:30.487] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.5 min left
2026-04-23T19:38:31  INFO     [19:38:31.199] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.5 min left
2026-04-23T19:38:31  INFO     [19:38:31.201] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.5 min left
2026-04-23T19:38:31  INFO     [19:38:31.213] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.5 min left
2026-04-23T19:38:31  INFO     [19:38:31.938] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.5 min left
2026-04-23T19:38:31  INFO     [19:38:31.942] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.5 min left
2026-04-23T19:38:31  INFO     [19:38:31.944] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.5 min left
2026-04-23T19:38:32  INFO     [19:38:32.663] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.5 min left
2026-04-23T19:38:32  INFO     [19:38:32.666] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.5 min left
2026-04-23T19:38:32  INFO     [19:38:32.670] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.5 min left
2026-04-23T19:38:33  INFO     [19:38:33.395] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.4 min left
2026-04-23T19:38:33  INFO     [19:38:33.398] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.4 min left
2026-04-23T19:38:33  INFO     [19:38:33.402] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.4 min left
2026-04-23T19:38:34  INFO     [19:38:34.128] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.4 min left
2026-04-23T19:38:34  INFO     [19:38:34.130] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.4 min left
2026-04-23T19:38:34  INFO     [19:38:34.133] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.4 min left
2026-04-23T19:38:34  INFO     [19:38:34.849] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.4 min left
2026-04-23T19:38:34  INFO     [19:38:34.854] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.4 min left
2026-04-23T19:38:34  INFO     [19:38:34.857] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.4 min left
2026-04-23T19:38:35  INFO     [19:38:35.574] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.4 min left
2026-04-23T19:38:35  INFO     [19:38:35.586] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.4 min left
2026-04-23T19:38:35  INFO     [19:38:35.589] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.4 min left
2026-04-23T19:38:36  INFO     [19:38:36.300] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.4 min left
2026-04-23T19:38:36  INFO     [19:38:36.321] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.4 min left
2026-04-23T19:38:36  INFO     [19:38:36.347] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.4 min left
2026-04-23T19:38:37  INFO     [19:38:37.031] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.4 min left
2026-04-23T19:38:37  INFO     [19:38:37.044] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.4 min left
2026-04-23T19:38:37  INFO     [19:38:37.071] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.4 min left
2026-04-23T19:38:37  INFO     [19:38:37.754] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.4 min left
2026-04-23T19:38:37  INFO     [19:38:37.767] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.4 min left
2026-04-23T19:38:37  INFO     [19:38:37.795] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.4 min left
2026-04-23T19:38:38  INFO     [19:38:38.485] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.4 min left
2026-04-23T19:38:38  INFO     [19:38:38.494] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.4 min left
2026-04-23T19:38:38  INFO     [19:38:38.520] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.4 min left
2026-04-23T19:38:39  INFO     [19:38:39.210] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.3 min left
2026-04-23T19:38:39  INFO     [19:38:39.218] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.3 min left
2026-04-23T19:38:39  INFO     [19:38:39.244] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.3 min left
2026-04-23T19:38:39  INFO     [19:38:39.943] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.3 min left
2026-04-23T19:38:39  INFO     [19:38:39.955] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.3 min left
2026-04-23T19:38:39  INFO     [19:38:39.970] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.3 min left
2026-04-23T19:38:40  INFO     [19:38:40.669] [KXETH15M] WATCHING | YES bid=62c NO bid=36c | 6.3 min left
2026-04-23T19:38:40  INFO     [19:38:40.680] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.3 min left
2026-04-23T19:38:40  INFO     [19:38:40.696] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.3 min left
2026-04-23T19:38:41  INFO     [19:38:41.402] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.3 min left
2026-04-23T19:38:41  INFO     [19:38:41.417] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.3 min left
2026-04-23T19:38:41  INFO     [19:38:41.429] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.3 min left
2026-04-23T19:38:42  INFO     [19:38:42.145] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.3 min left
2026-04-23T19:38:42  INFO     [19:38:42.160] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.3 min left
2026-04-23T19:38:42  INFO     [19:38:42.165] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.3 min left
2026-04-23T19:38:42  INFO     [19:38:42.875] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.3 min left
2026-04-23T19:38:42  INFO     [19:38:42.882] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.3 min left
2026-04-23T19:38:42  INFO     [19:38:42.892] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.3 min left
2026-04-23T19:38:43  INFO     [19:38:43.599] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.3 min left
2026-04-23T19:38:43  INFO     [19:38:43.603] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.3 min left
2026-04-23T19:38:43  INFO     [19:38:43.615] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.3 min left
2026-04-23T19:38:44  INFO     [19:38:44.327] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.3 min left
2026-04-23T19:38:44  INFO     [19:38:44.331] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.3 min left
2026-04-23T19:38:44  INFO     [19:38:44.339] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.3 min left
2026-04-23T19:38:45  INFO     [19:38:45.049] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.2 min left
2026-04-23T19:38:45  INFO     [19:38:45.055] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.2 min left
2026-04-23T19:38:45  INFO     [19:38:45.061] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.2 min left
2026-04-23T19:38:45  INFO     [19:38:45.776] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.2 min left
2026-04-23T19:38:45  INFO     [19:38:45.782] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.2 min left
2026-04-23T19:38:45  INFO     [19:38:45.787] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.2 min left
2026-04-23T19:38:46  INFO     [19:38:46.507] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.2 min left
2026-04-23T19:38:46  INFO     [19:38:46.511] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.2 min left
2026-04-23T19:38:46  INFO     [19:38:46.515] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.2 min left
2026-04-23T19:38:47  INFO     [19:38:47.233] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.2 min left
2026-04-23T19:38:47  INFO     [19:38:47.240] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.2 min left
2026-04-23T19:38:47  INFO     [19:38:47.244] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.2 min left
2026-04-23T19:38:47  INFO     [19:38:47.959] [KXBTC15M] WATCHING | YES bid=83c NO bid=16c | 6.2 min left
2026-04-23T19:38:47  INFO     [19:38:47.967] [KXETH15M] WATCHING | YES bid=74c NO bid=24c | 6.2 min left
2026-04-23T19:38:47  INFO     [19:38:47.972] [KXSOL15M] WATCHING | YES bid=69c NO bid=30c | 6.2 min left
